"dataset","sim","method","mse"
"Friedman3",33,"AR",0.0132987235930745
"Friedman3",34,"AR",0.0135333090017618
"Friedman3",35,"AR",0.013094747940236
"Friedman3",36,"AR",0.0134840538112676
"Friedman3",37,"AR",0.0132463187580671
"Friedman3",38,"AR",0.0132974952910786
"Friedman3",39,"AR",0.0131742620150955
"Friedman3",40,"AR",0.0133054140437791
"Friedman3",41,"AR",0.0131832986497555
"Friedman3",42,"AR",0.0133473116958284
"Friedman3",43,"AR",0.0133158792138776
"Friedman3",44,"AR",0.01321122871303
"Friedman3",45,"AR",0.0131462123758154
"Friedman3",46,"AR",0.0133447259532489
"Friedman3",47,"AR",0.0135578763559047
"Friedman3",48,"AR",0.0132319159469989
"Friedman3",49,"AR",0.0132334786395312
"Friedman3",50,"AR",0.0137389141010877
