"dataset","sim","method","minpvalue","misclass","auc"
"Liver",33,"AR",0.9,0.257971014492754,0.781379310344828
"Liver",34,"AR",0.01,0.289855072463768,0.761827586206897
"Liver",34,"AR",0.1,0.252173913043478,0.785620689655172
"Liver",34,"AR",0.25,0.260869565217391,0.786551724137931
"Liver",34,"AR",0.5,0.252173913043478,0.787344827586207
"Liver",34,"AR",0.75,0.257971014492754,0.792724137931034
"Liver",34,"AR",0.9,0.255072463768116,0.788655172413793
"Liver",35,"AR",0.01,0.295652173913043,0.764724137931034
"Liver",35,"AR",0.1,0.255072463768116,0.783206896551724
"Liver",35,"AR",0.25,0.252173913043478,0.792655172413793
"Liver",35,"AR",0.5,0.255072463768116,0.793034482758621
"Liver",35,"AR",0.75,0.252173913043478,0.78448275862069
"Liver",35,"AR",0.9,0.263768115942029,0.794896551724138
"Liver",36,"AR",0.01,0.281159420289855,0.767551724137931
"Liver",36,"AR",0.1,0.255072463768116,0.780310344827586
"Liver",36,"AR",0.25,0.255072463768116,0.791862068965517
"Liver",36,"AR",0.5,0.255072463768116,0.789551724137931
"Liver",36,"AR",0.75,0.257971014492754,0.788965517241379
"Liver",36,"AR",0.9,0.257971014492754,0.791172413793103
"Liver",37,"AR",0.01,0.28695652173913,0.762448275862069
"Liver",37,"AR",0.1,0.266666666666667,0.785241379310345
"Liver",37,"AR",0.25,0.231884057971014,0.789793103448276
"Liver",37,"AR",0.5,0.249275362318841,0.797068965517241
"Liver",37,"AR",0.75,0.255072463768116,0.79151724137931
"Liver",37,"AR",0.9,0.263768115942029,0.795655172413793
"Liver",38,"AR",0.01,0.289855072463768,0.766103448275862
"Liver",38,"AR",0.1,0.255072463768116,0.786551724137931
"Liver",38,"AR",0.25,0.266666666666667,0.790551724137931
"Liver",38,"AR",0.5,0.257971014492754,0.792172413793103
"Liver",38,"AR",0.75,0.252173913043478,0.788896551724138
"Liver",38,"AR",0.9,0.263768115942029,0.790103448275862
"Liver",39,"AR",0.01,0.289855072463768,0.76151724137931
"Liver",39,"AR",0.1,0.246376811594203,0.781103448275862
"Liver",39,"AR",0.25,0.23768115942029,0.782965517241379
"Liver",39,"AR",0.5,0.260869565217391,0.788965517241379
"Liver",39,"AR",0.75,0.263768115942029,0.793655172413793
"Liver",39,"AR",0.9,0.257971014492754,0.783310344827586
"Liver",40,"AR",0.01,0.28695652173913,0.768724137931034
"Liver",40,"AR",0.1,0.249275362318841,0.780275862068965
"Liver",40,"AR",0.25,0.255072463768116,0.789586206896552
"Liver",40,"AR",0.5,0.252173913043478,0.78951724137931
"Liver",40,"AR",0.75,0.252173913043478,0.797068965517241
"Liver",40,"AR",0.9,0.246376811594203,0.793275862068965
"Liver",41,"AR",0.01,0.284057971014493,0.764241379310345
"Liver",41,"AR",0.1,0.240579710144928,0.784689655172414
"Liver",41,"AR",0.25,0.243478260869565,0.792448275862069
"Liver",41,"AR",0.5,0.260869565217391,0.790310344827586
"Liver",41,"AR",0.75,0.246376811594203,0.795965517241379
"Liver",41,"AR",0.9,0.249275362318841,0.786344827586207
"Liver",42,"AR",0.01,0.28695652173913,0.769
"Liver",42,"AR",0.1,0.260869565217391,0.786310344827586
"Liver",42,"AR",0.25,0.249275362318841,0.790724137931034
"Liver",42,"AR",0.5,0.266666666666667,0.784793103448276
"Liver",42,"AR",0.75,0.263768115942029,0.787344827586207
"Liver",42,"AR",0.9,0.249275362318841,0.794344827586207
"Liver",43,"AR",0.01,0.289855072463768,0.764862068965517
"Liver",43,"AR",0.1,0.252173913043478,0.785206896551724
"Liver",43,"AR",0.25,0.257971014492754,0.78648275862069
"Liver",43,"AR",0.5,0.257971014492754,0.787413793103448
"Liver",43,"AR",0.75,0.252173913043478,0.789862068965517
"Liver",43,"AR",0.9,0.249275362318841,0.789724137931034
"Liver",44,"AR",0.01,0.28695652173913,0.761172413793103
"Liver",44,"AR",0.1,0.266666666666667,0.781
"Liver",44,"AR",0.25,0.249275362318841,0.786724137931034
"Liver",44,"AR",0.5,0.257971014492754,0.793
"Liver",44,"AR",0.75,0.266666666666667,0.790413793103448
"Liver",44,"AR",0.9,0.255072463768116,0.787241379310345
"Liver",45,"AR",0.01,0.284057971014493,0.762724137931034
"Liver",45,"AR",0.1,0.246376811594203,0.786068965517241
"Liver",45,"AR",0.25,0.257971014492754,0.78548275862069
"Liver",45,"AR",0.5,0.252173913043478,0.791689655172414
"Liver",45,"AR",0.75,0.260869565217391,0.78848275862069
"Liver",45,"AR",0.9,0.260869565217391,0.793
"Liver",46,"AR",0.01,0.289855072463768,0.764344827586207
"Liver",46,"AR",0.1,0.260869565217391,0.784793103448276
"Liver",46,"AR",0.25,0.255072463768116,0.788827586206897
"Liver",46,"AR",0.5,0.240579710144928,0.797724137931034
"Liver",46,"AR",0.75,0.252173913043478,0.792068965517241
"Liver",46,"AR",0.9,0.257971014492754,0.786068965517241
"Liver",47,"AR",0.01,0.284057971014493,0.761827586206897
"Liver",47,"AR",0.1,0.249275362318841,0.782827586206897
"Liver",47,"AR",0.25,0.249275362318841,0.784620689655172
"Liver",47,"AR",0.5,0.249275362318841,0.794137931034483
"Liver",47,"AR",0.75,0.246376811594203,0.793758620689655
"Liver",47,"AR",0.9,0.260869565217391,0.789862068965517
"Liver",48,"AR",0.01,0.292753623188406,0.766931034482759
"Liver",48,"AR",0.1,0.260869565217391,0.782
"Liver",48,"AR",0.25,0.252173913043478,0.795137931034483
"Liver",48,"AR",0.5,0.257971014492754,0.785965517241379
"Liver",48,"AR",0.75,0.255072463768116,0.787310344827586
"Liver",48,"AR",0.9,0.249275362318841,0.790620689655172
"Liver",49,"AR",0.01,0.28695652173913,0.767310344827586
"Liver",49,"AR",0.1,0.260869565217391,0.788068965517241
"Liver",49,"AR",0.25,0.252173913043478,0.79248275862069
"Liver",49,"AR",0.5,0.263768115942029,0.792103448275862
"Liver",49,"AR",0.75,0.246376811594203,0.79348275862069
"Liver",49,"AR",0.9,0.252173913043478,0.790344827586207
"Liver",50,"AR",0.01,0.292753623188406,0.767
"Liver",50,"AR",0.1,0.278260869565217,0.786551724137931
"Liver",50,"AR",0.25,0.255072463768116,0.792862068965517
"Liver",50,"AR",0.5,0.255072463768116,0.792275862068965
"Liver",50,"AR",0.75,0.246376811594203,0.792655172413793
"Liver",50,"AR",0.9,0.260869565217391,0.788034482758621
