"dataset","sim","method","minpvalue","mse"
"Airquality",30,"AR",0.75,390.182864236609
"Airquality",30,"AR",0.9,410.811161291943
"Airquality",31,"AR",0.01,338.419655973381
"Airquality",31,"AR",0.1,336.37826286309
"Airquality",31,"AR",0.25,354.549804444158
"Airquality",31,"AR",0.5,352.544411192678
"Airquality",31,"AR",0.75,371.92620102158
"Airquality",31,"AR",0.9,399.83434213861
"Airquality",32,"AR",0.01,305.223627500012
"Airquality",32,"AR",0.1,354.628279372944
"Airquality",32,"AR",0.25,349.309270529408
"Airquality",32,"AR",0.5,368.380067953254
"Airquality",32,"AR",0.75,389.848913547341
"Airquality",32,"AR",0.9,401.86302379749
"Airquality",33,"AR",0.01,354.312271363788
"Airquality",33,"AR",0.1,336.415083167192
"Airquality",33,"AR",0.25,338.554155820249
"Airquality",33,"AR",0.5,333.556281526663
"Airquality",33,"AR",0.75,374.647397890581
"Airquality",33,"AR",0.9,388.067601875448
"Airquality",34,"AR",0.01,319.654646464604
"Airquality",34,"AR",0.1,342.9856635533
"Airquality",34,"AR",0.25,341.735802937799
"Airquality",34,"AR",0.5,342.997149816209
"Airquality",34,"AR",0.75,375.028612584455
"Airquality",34,"AR",0.9,399.116941877486
"Airquality",35,"AR",0.01,320.038143897175
"Airquality",35,"AR",0.1,342.801852589277
"Airquality",35,"AR",0.25,355.168860838686
"Airquality",35,"AR",0.5,338.600180786989
"Airquality",35,"AR",0.75,369.590670016544
"Airquality",35,"AR",0.9,382.261736239016
"Airquality",36,"AR",0.01,321.437724515085
"Airquality",36,"AR",0.1,340.194543824702
"Airquality",36,"AR",0.25,347.7653949495
"Airquality",36,"AR",0.5,361.54253142419
"Airquality",36,"AR",0.75,401.555857046998
"Airquality",36,"AR",0.9,405.761861983116
"Airquality",37,"AR",0.01,319.308461116538
"Airquality",37,"AR",0.1,323.094913590653
"Airquality",37,"AR",0.25,330.512670488234
"Airquality",37,"AR",0.5,375.52108291176
"Airquality",37,"AR",0.75,379.904830314939
"Airquality",37,"AR",0.9,404.601747036302
"Airquality",38,"AR",0.01,346.558426699955
"Airquality",38,"AR",0.1,312.176874939035
"Airquality",38,"AR",0.25,348.723324089374
"Airquality",38,"AR",0.5,357.142836700158
"Airquality",38,"AR",0.75,380.955722286917
"Airquality",38,"AR",0.9,400.592890850678
"Airquality",39,"AR",0.01,321.958537977695
"Airquality",39,"AR",0.1,314.625054074034
"Airquality",39,"AR",0.25,330.651289108364
"Airquality",39,"AR",0.5,343.51347658373
"Airquality",39,"AR",0.75,390.546547315161
"Airquality",39,"AR",0.9,427.018222715944
"Airquality",40,"AR",0.01,341.259518280904
"Airquality",40,"AR",0.1,363.569801650746
"Airquality",40,"AR",0.25,329.662287592511
"Airquality",40,"AR",0.5,375.151161897343
"Airquality",40,"AR",0.75,394.282586519206
"Airquality",40,"AR",0.9,380.251774556169
"Airquality",41,"AR",0.01,327.859212047183
"Airquality",41,"AR",0.1,328.775449512896
"Airquality",41,"AR",0.25,301.604377319821
"Airquality",41,"AR",0.5,355.378160333696
"Airquality",41,"AR",0.75,430.014779057085
"Airquality",41,"AR",0.9,389.857018380138
"Airquality",42,"AR",0.01,332.064162525269
"Airquality",42,"AR",0.1,320.836628065609
"Airquality",42,"AR",0.25,330.726510142912
"Airquality",42,"AR",0.5,385.087282750544
"Airquality",42,"AR",0.75,374.122902814716
"Airquality",42,"AR",0.9,368.605839093769
"Airquality",43,"AR",0.01,328.976094421864
"Airquality",43,"AR",0.1,288.268307119621
"Airquality",43,"AR",0.25,325.063381990287
"Airquality",43,"AR",0.5,361.446705508753
"Airquality",43,"AR",0.75,382.043222413426
"Airquality",43,"AR",0.9,410.359962134629
"Airquality",44,"AR",0.01,334.570713900116
"Airquality",44,"AR",0.1,303.658482320863
"Airquality",44,"AR",0.25,344.167787466099
"Airquality",44,"AR",0.5,349.162744814828
"Airquality",44,"AR",0.75,353.503962845939
