,rf_vimp.1,rf_vimp.2,rf_vimp.3,rf_vimp.4,rf_vimp.5,sss_vimp.1,sss_vimp.2,sss_vimp.3,sss_vimp.4,sss_vimp.5,er_vimp.1,er_vimp.2,er_vimp.3,er_vimp.4,er_vimp.5,ar_vimp.1,ar_vimp.2,ar_vimp.3,ar_vimp.4,ar_vimp.5
302,-0.006110484,0.000848674,0.004494446,0.024530109,-0.018390862,-0.003631424,0.002992846,0.006213293,0.027424315,-0.015560928,-0.005845968,0.002865054,0.006397832,0.019814579,-0.004739372,-0.002394936,-0.000134994,0.005042572,0.0248627,-0.005793728
303,0.004455747,-0.004207139,-0.00695538,-0.009725027,-0.002776765,0.002712401,-0.006061551,-0.008164445,-0.01033371,-0.000502595,3.29E-05,-0.010209586,-0.00883474,-0.010309092,-0.002309617,0.004234455,-0.004284805,-0.007894741,-0.009283762,-0.003063567
304,-0.002765679,-0.000311055,-0.000778501,0.011492676,0.008070876,-0.002819812,-0.000324675,0.000796695,0.0107054,0.00817486,0.001438477,0.004865487,0.003194586,0.004305613,0.005691163,-0.004529635,-0.002403662,-0.005202303,0.000174333,-0.001146033
305,-0.000259966,0.001687953,0.007071514,0.001931933,0.018037754,0.002607699,0.003563265,0.013242999,0.000818709,0.022020105,0.005315446,0.000521773,0.011883521,-0.000203462,0.009309322,0.004062087,-0.000837574,0.009939473,-0.0019678,0.009663966
306,0.007695601,0.000733933,-0.000600383,-0.005776204,-0.012065408,0.007470563,-0.000644916,-0.000532661,-0.008110971,-0.014501128,-0.000185241,0.006206058,0.007088637,-0.003692123,-0.004173444,-0.001450854,0.002237201,0.003362845,-0.005766171,-0.003958453
307,4.94E-05,-0.001769293,-0.000937308,-0.0033317,-0.021796508,-0.002770552,-0.003541008,-0.004504771,-0.008847654,-0.027858127,0.002373207,-0.008161673,-0.001074022,0.001669499,-0.00068349,-2.29E-05,-0.00405882,-0.002410567,-0.007811186,-0.008605174
308,-0.004606377,0.005021974,-0.005807467,0.000467918,-0.019667279,-0.006316903,0.002959541,-0.00629083,0.001799827,-0.018184222,-0.006875854,0.007940511,-0.005754569,-0.002279884,-0.002063048,-0.008601943,0.003859476,-0.006960528,-0.002218075,-0.009767691
309,-0.011316281,-0.001457677,0.003717275,-0.015526709,0.002496148,-0.009767745,-0.002809847,0.004138779,-0.014440677,0.009130893,-0.007404307,-0.002941589,0.008477723,-0.013621654,-0.001222342,-0.007264974,-0.001623662,0.003668705,-0.011502555,-0.000464514
310,-0.006071401,-0.000169721,-0.001770508,-0.005251177,0.03000047,-0.007423812,-0.002233206,-0.002830311,-0.004888605,0.027167339,-0.000261585,-0.003287954,-0.010872432,0.000589189,0.007169827,-0.001339027,-0.002199815,-0.005243888,-0.005785485,0.012144244
311,0.004040228,-0.003226354,0.00287932,0.002589615,-0.008237902,-0.004598585,-0.001876938,0.002454261,0.00182428,-0.011132378,-0.007630988,-0.004252324,0.003980169,-0.000780801,-0.004676376,-0.005017428,-0.004585107,0.002042064,-0.002322185,-0.005239022
312,-0.00254116,-0.002868456,-0.00610241,-0.011703752,0.020244085,0.000229325,-0.002945841,-0.005754493,-0.011584279,0.023219949,-0.003032146,-0.003312042,-0.003493286,-0.00784261,0.005255767,-0.002840723,-0.002880909,-0.004239062,-0.005283691,0.015383196
313,-0.007931753,-0.002179884,0.002884604,0.011482383,-0.022820834,-0.006216564,-0.003231706,0.001405285,0.010236032,-0.022761305,-0.007978486,-0.008997504,0.002286968,-0.002271519,-0.005322587,-0.00901193,-0.001693709,0.00617037,0.004032549,-0.013074361
314,0.002000346,-0.00188358,-0.001800336,-0.004420266,0.002619293,0.002174151,6.69E-05,-0.001170717,-0.005664556,0.001492011,-0.00214045,-0.00875002,-0.002539924,-0.001066847,0.0013526,-0.000497498,-0.00183574,-0.000434444,-0.003791662,-0.001227487
315,-0.010209189,0.006209008,-0.001208444,-0.008149484,-0.029481775,-0.009164081,0.006362121,-0.00443678,-0.005518984,-0.02563025,-0.001037841,0.006672319,-0.002451925,0.002271806,-0.003223592,-0.00157178,0.00186261,-0.002269365,-0.009022193,-0.01424574
316,-0.000971164,0.000354564,-0.007738485,-0.007286362,-0.009297334,0.001126363,-0.000496257,-0.009047901,-0.009464633,-0.010447795,-0.001749316,0.004791095,-0.002622975,-0.002190465,-0.00580076,0.000973144,-0.000516232,-0.009121654,-0.009485665,-0.005822621
317,0.000551888,-0.003374828,0.022666325,-0.003810705,-0.007011055,0.001050587,-0.003435539,0.023124784,-0.003854632,-0.007777649,0.000810635,-0.009419019,0.023992021,-0.005260585,-0.004182933,0.001549911,-0.006056089,0.033793243,-0.005857905,-0.003492973
318,-0.008806915,-0.000554498,0.002038579,-0.005737282,-0.007828428,-0.010748561,-0.001951633,0.001185661,-0.00648261,-0.009179644,-0.016071499,-0.002679513,0.002486531,0.00399358,-0.005588976,-0.00988659,-0.004801048,0.007648842,-0.004062622,-0.003970305
319,-0.004623924,-2.19E-05,0.009046797,0.000294971,-0.006738477,-0.00197446,-0.00203756,0.010237579,-0.001214184,-0.006789706,-0.000581799,-0.003132524,0.017154991,0.003079479,0.003312829,-0.002120875,-0.00165732,0.032162387,-0.002232223,-0.003421128
320,-0.002657641,0.000201795,-0.004677331,0.005935854,0.021068815,-0.000202436,-0.000337523,-0.006011945,0.001998294,0.017686769,0.000443684,-0.003011842,-0.000750126,0.006439908,0.002393749,0.000245817,-0.001866703,-0.00473055,0.005975311,0.004291841
321,0.006226011,-0.006837536,-0.008294047,-0.002495179,-0.02147969,0.008303681,-0.005226214,-0.007260871,0.002522251,-0.020596079,0.006473028,-0.011932294,-0.012159526,-0.002114079,-0.006476412,0.011797739,-0.003191649,-0.006280916,0.001741803,-0.009857915
322,-8.84E-06,-0.00516664,-0.004944243,0.027036262,-0.001366488,0.000593864,-0.00361005,-0.003054076,0.022781661,-0.004463247,-0.00132286,-0.007063169,-0.006851273,0.016048243,-0.002348445,0.007049377,-0.003488003,-0.005170522,0.019177819,-6.13E-05
323,-0.002254952,0.003647217,-0.000262335,0.020804699,0.005217885,-0.003581774,0.002673629,0.001635192,0.020160417,0.003602948,-0.00447849,-0.001116541,-0.001114878,0.010617868,-0.000442748,-0.002647466,0.000955351,-0.001796818,0.016437398,-0.001825099
324,-0.010442504,-0.005249317,0.000507781,-0.010056183,-0.003659406,-0.01018576,-0.004222915,-0.001450168,-0.008875076,-0.002562358,-0.006660915,-0.011277266,-0.006085603,-0.005207334,-0.005908389,-0.006189505,-0.004426773,-0.00531242,-0.007769948,-0.002911973
325,-0.007427126,0.004648726,-0.000334049,-0.011447144,-0.002715381,-0.005402656,0.005015431,-0.001843188,-0.015055727,-0.006915148,0.002723346,0.015931735,0.002205916,-0.01363668,-0.001552932,-0.006681031,0.010760049,-0.003355554,-0.012322142,-0.004517466
326,-0.003370454,-0.002981818,0.001899665,0.003854254,0.007005491,-0.003401504,-0.003828511,0.001108279,0.007431084,0.002997405,-0.00360447,-0.01045446,-0.002982953,0.002222004,0.002521064,-0.001172168,-0.003372785,-0.000553615,0.00347013,-0.003142129
327,0.010395982,-0.004001639,0.004904095,-0.001687608,-0.014660778,0.005408956,-0.003511209,0.005584453,0.001067768,-0.018984447,0.009121617,-0.005318756,0.014633388,0.002799429,-0.004158767,0.002654157,-0.004511968,0.010709703,-0.002834608,-0.010312546
328,0.006393859,-0.001131675,-0.004176448,-0.01403871,0.005647991,0.008463703,-2.52E-05,-0.006273438,-0.015925633,0.007718761,0.008272266,-0.005825734,-0.011171521,-0.011913733,0.003115944,0.007016154,-0.002358508,-0.006401456,-0.013551618,0.001427392
329,-0.011774449,-0.001345295,0.00995805,0.007341219,-0.014015978,-0.006966125,0.002417818,0.01206459,0.006844159,-0.013279329,-0.005415006,-0.001315147,0.008354063,0.005997173,-0.002541839,-0.009747168,-0.001796794,0.010905228,-0.00066534,-0.00828022
330,-0.002242122,0.003964342,0.014287435,0.040763587,0.008091929,-0.003305884,0.002513234,0.012273764,0.037910061,0.005676866,-0.001978429,0.007034376,0.015430336,0.0228769,-0.001112637,-0.001003626,0.003506128,0.016757847,0.032829058,0.00307744
331,-0.012973308,-0.000445028,-0.004458547,-0.012602762,-0.030530464,-0.010216181,0.000697506,-0.006119402,-0.010963714,-0.029021325,-0.008165753,-0.002457659,0.00296501,-0.00994061,-0.002042635,-0.008628457,-0.002540978,0.001180089,-0.006783698,-0.012454816
332,0.00583937,-0.002486784,-0.010287525,0.005555776,-0.015003543,0.010194562,-0.002345336,-0.00799981,0.00887653,-0.011146991,0.00639033,-0.001968012,-0.004465476,0.004143459,-0.001719437,0.00114946,-0.003573677,-0.006082884,0.008747777,-0.0088552
333,-0.00594243,-0.002150879,0.017379503,-0.000995873,0.011959822,-0.005553149,-4.40E-05,0.020072116,0.000663462,0.015001754,-0.001699078,-0.002165808,0.02040747,0.005161984,0.003241603,-0.005246891,-0.002230246,0.033682253,-0.001324301,0.007370381
334,-0.002656023,0.000107938,-0.007204154,-0.005240935,-0.01479903,0.000202623,0.00026779,-0.004656942,-0.004328207,-0.016042735,-0.003466873,-0.005114868,-0.006974597,0.004008433,-0.003650373,-0.004747433,-0.001837296,-0.008265599,-8.13E-05,-0.008300094
335,0.010635867,0.025893795,-0.004703644,0.007354557,-0.006098576,0.009761737,0.025554729,-0.00217159,0.012872141,-0.005892368,0.014735554,0.045426706,-0.003912212,0.011807298,-0.000584388,0.01361678,0.046445784,-0.002066223,0.017065139,-0.004357178
336,0.008630237,0.002472904,-0.004320445,-0.005167234,0.011494906,0.007658372,0.003530993,-0.006108807,-0.003343354,0.014365357,-0.000602165,0.006061186,-0.003444204,-0.004233735,0.006174884,0.00100663,-2.11E-05,-0.007566869,-0.006688641,0.005062753
337,-0.004292883,1.59E-06,-0.001733697,-0.00881077,0.003233647,-0.003630449,-0.000805521,-0.001877385,-0.009243115,0.001578738,-0.007457149,0.004138609,0.002974781,0.001985113,0.005486606,-0.006780137,-0.001225911,-0.003174737,-0.010417592,0.003182954
338,-0.000500827,0.009269439,0.002410156,-0.00666758,0.021299904,-0.001172723,0.011900027,0.003416645,-0.007888206,0.024162525,-0.002316809,0.022313518,0.004848179,-0.00245142,0.002186504,0.001454369,0.021579577,0.002483196,-0.005978552,0.010521003
339,0.014859171,-0.003352662,0.006877066,0.017126475,0.003854755,0.010658702,-0.003273452,0.003484347,0.020848798,0.000696115,0.008430575,-0.008342023,0.005668877,0.009465556,-0.00255432,0.013570895,-0.004349312,0.007209875,0.017605924,-0.002090265
340,0.015872753,0.002481402,0.00437605,0.001162982,0.010076215,0.015200247,0.001243526,0.006588877,-0.001082018,0.011883517,0.024762739,0.004808804,0.013398916,0.000725232,0.002170341,0.019514767,-0.000152822,0.003517927,0.003587675,0.005256474
341,-0.010581845,-0.00232833,-0.007419284,0.012080878,-0.016221877,-0.011123821,-0.002256566,-0.008138486,0.009679974,-0.013022283,-0.009572611,-0.008829417,-0.007996205,0.003720028,-0.001314608,-0.008817385,-0.002597908,-0.008696215,0.013812787,-0.009760437
342,0.013690688,-0.005037524,-0.000213126,0.014554469,0.018018963,0.012101546,-0.005654516,-0.002739099,0.014087178,0.011978118,0.012616305,-0.001991922,0.002241632,0.004321994,0.003922163,0.012211856,-0.004506363,-0.00413412,0.011750688,0.008332277
343,0.007906947,0.00252047,0.008677386,0.008396095,-0.021200026,0.008651712,0.003317593,0.010134716,0.009165694,-0.020782335,0.010882454,0.009938412,0.015325742,0.007164194,-0.004215361,0.009050275,0.004074713,0.009542979,0.006916324,-0.009065847
344,-0.005286878,-0.001323219,0.016600067,0.021493609,-0.020512499,-0.005594372,-0.001801217,0.016077807,0.018796269,-0.019392422,0.002020426,-0.000152454,0.028457396,0.006518121,-0.006130986,-0.005144726,-0.003949733,0.025639885,0.010109908,-0.009833597
