"dataset","sim","method","mse"
"Friedman2",8,"AR",17071.3805775287
"Friedman2",9,"AR",17296.6766130404
"Friedman2",10,"AR",17083.0189954455
"Friedman2",11,"AR",17201.5400356987
"Friedman2",12,"AR",17046.4301406696
"Friedman2",13,"AR",17109.7446868537
"Friedman2",14,"AR",17183.7803722483
"Friedman2",15,"AR",17054.0912356157
"Friedman2",16,"AR",17212.3195146948
"Friedman2",17,"AR",17207.1429324829
"Friedman2",18,"AR",17167.1888054612
"Friedman2",19,"AR",17374.694040509
"Friedman2",20,"AR",17121.3922225176
"Friedman2",21,"AR",17007.2794850884
"Friedman2",22,"AR",17111.1184839832
"Friedman2",23,"AR",17228.3450687713
"Friedman2",24,"AR",17090.8749745134
"Friedman2",25,"AR",17188.2155435906
"Friedman2",26,"AR",17162.3657178931
"Friedman2",27,"AR",17318.7191945709
"Friedman2",28,"AR",17164.7472190135
"Friedman2",29,"AR",17134.5626749681
"Friedman2",30,"AR",17078.4142849275
"Friedman2",31,"AR",17059.0875684914
"Friedman2",32,"AR",17155.684826481
"Friedman2",33,"AR",17301.5022537534
"Friedman2",34,"AR",17262.6640851528
"Friedman2",35,"AR",17135.3622917791
"Friedman2",36,"AR",17218.3558905186
"Friedman2",37,"AR",17288.8767470559
"Friedman2",38,"AR",17023.6769949562
"Friedman2",39,"AR",17121.8697270177
"Friedman2",40,"AR",17168.9035284141
"Friedman2",41,"AR",17191.4240108288
"Friedman2",42,"AR",17290.334388726
"Friedman2",43,"AR",17220.1007179085
"Friedman2",44,"AR",17142.815698294
"Friedman2",45,"AR",17082.2339622459
"Friedman2",46,"AR",17033.3499220795
"Friedman2",47,"AR",17136.4987216271
"Friedman2",48,"AR",17101.342426787
"Friedman2",49,"AR",17052.1590427302
"Friedman2",50,"AR",17077.8760231331
